axis,context,dataset,gold_answer,metadata,question,sample_id,supporting_facts
knowledge,,triviaqa,Aromatherapy,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the name of the alternative medicine that uses essential oils?,sfq_17574,[]
knowledge,,triviaqa,Harrisburg,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the capital of the U S state of Pennsylvania?,qw_113,[]
knowledge,,triviaqa,Columbus,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the state capital of Ohio,bt_556,[]
knowledge,,triviaqa,Tacitus,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which Roman historian was the son-in-law of Agricola the Roman Governor of Britain?,sfq_23893,[]
knowledge,,triviaqa,Quorum,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","What technical term refers to the minimum number of (voting) members, shareholders, directors, etc., required at a meeting to be able to make valid decisions, and therefore for the meeting to proceed?",bb_1848,[]
knowledge,,triviaqa,Dylan Thomas,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""Which Welsh poet (e.g. """"Portrait of the Artist as a Young Dog"""") wrote a play """"Under Milk Wood"""" that was published posthumously in 1954?""",qw_4280,[]
knowledge,,triviaqa,Great Expectations,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which Dickens' novel does lawyer Mr Jaggers appear?,sfq_20362,[]
knowledge,,triviaqa,Wales,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Where was the final of the 1999 Rugby World Cup held?,qw_3850,[]
knowledge,,triviaqa,Berkelium,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which chemical element is named after a university in Oakland, California?",sfq_23228,[]
knowledge,,triviaqa,NATIONAL GALLERY,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which art gallery is in Trafalgar Square?,odql_2056,[]
knowledge,,triviaqa,Kelly,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Complete the title of the novel that won the 2001 Booker Prize – “The True History of the _____ Gang”.,odql_13272,[]
knowledge,,triviaqa,Cave paintings,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the main attraction at both Altamira and Lascaux?,qw_1989,[]
knowledge,,triviaqa,The Penguin,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",By what name is comic book villain Oswald Chesterfield Cobblepot better known?,qz_2564,[]
knowledge,,triviaqa,20,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",How many hundredweight are in a UK ton?,qb_1495,[]
knowledge,,triviaqa,ACONCAGUA,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which mountain peak is the highest point in the Western Hemisphere?,sfq_6607,[]
knowledge,,triviaqa,Lohengrin,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which Wagner opera tells the story of the eponymous swan knight and features The Bridal Chorus?,sfq_19464,[]
knowledge,,triviaqa,Our American Cousin,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What play was President Lincoln watching the night he was assassinated in 1865?,sfq_10619,[]
knowledge,,triviaqa,Russell Crowe,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who played boxer Jim Braddock in the 2005 film ‘Cinderella man’?,qb_5124,[]
knowledge,,triviaqa,Ben Hur,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",A novel by General Lew Wallace published in 1880 was made into which films in 1926 (a silent movie) and 1959 (produced by William Wyler)?,qw_5039,[]
knowledge,,triviaqa,Child,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""In Scotland and northern England, what is a """"bairn""""?""",qw_9197,[]
knowledge,,triviaqa,New Mexico,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which US state is nicknamed both 'the Colourful State' and 'the Land of Enchantment'?,sfq_4789,[]
knowledge,,triviaqa,One Foot In The Grave,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which BBC TV sitcom about a retired security guard was set at 37 Wyngate Drive in the first series then at 19, Riverbank for the final 5 series?",sfq_15054,[]
knowledge,,triviaqa,Shylock,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","In a Shakespeare play, Lancelot Gobbo is whose servant?",odql_2473,[]
knowledge,,triviaqa,Derby,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which city’s cathedral is the smallest Anglican cathedral in England?,dpql_125,[]
knowledge,,triviaqa,Knee jerk,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is a patellar reflex more commonly called,bt_2515,[]
knowledge,,triviaqa,EPHEMERAL,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""Used to describe insects such as the Mayfly that only live for a short time, what word derives from the Greek for """"living a day""""?""",wh_1179,[]
knowledge,,triviaqa,Sears Tower (Willis Tower),"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","In 1973, which Chicago building became the tallest in the world?",qb_7691,[]
knowledge,,triviaqa,30,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",How many fences do horses need to encounter at the Grand National?,sfq_9273,[]
knowledge,,triviaqa,Mrs Henderson Presents,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Bob Hoskins, an English actor awarded and acclaimed for roles in TV and film ranging from gangsters to playing opposite a cartoon, died in April 2014 at 71; he also, at the age of over 60, played something very close to a romantic interest in which film?",qw_14134,[]
knowledge,,triviaqa,Snake,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What type of creature is a copperhead?,bb_9204,[]
knowledge,,triviaqa,ARTHUR,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is Prince William's second christian name?,wh_1820,[]
knowledge,,triviaqa,Michaela TABB,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","In 2009, who became the first woman to referee the World Snooker Championship final?",dpql_3075,[]
knowledge,,triviaqa,Sudan,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which country has the greatest number of ancient pyramids? (hint: They are called the Nubian Pyramids),jp_1699,[]
knowledge,,triviaqa,CUNEIFORM,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which wedge-shaped writing system was used by various middle-eastern peoples from the fourth millennium BC until the invention of alphabetic systems?,sfq_24225,[]
knowledge,,triviaqa,United States Declaration of Independence,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",US merchant and statesman John Hancock is remembered for his large and stylish signature on which document?,bb_1666,[]
knowledge,,triviaqa,Dead Sea,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The River Jordan flows into which sea?,sfq_12724,[]
knowledge,,triviaqa,Japan,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Annually in July or August, the Obon (or Bon) Buddhist festival to honour the dead is held in which country?",bb_8948,[]
knowledge,,triviaqa,CHOCOLATE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Of what does the usual base of a Florentine biscuit consist?,sfq_25375,[]
knowledge,,triviaqa,Brown,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","What is the name of the parson mentioned in the lyrics of the Christmas carol ""Winter Wonderland""?",qg_4628,[]
knowledge,,triviaqa,Albino,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the term for a person whose body doesn't produce melanin?,jp_3557,[]
knowledge,,triviaqa,KEN PLATT,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""Which radio comedian's catchphrase was """"daft as a brush""""?""",odql_5503,[]
knowledge,,triviaqa,Samosas,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the name given to the triangular savoury Indian pasties filled with meat or vegetables and seasoned with herbs and spices,bt_2595,[]
knowledge,,triviaqa,57,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What number in Bingo is sometimes referred to as Heinz varieties?,qz_78,[]
knowledge,,triviaqa,Amsterdam,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which European city has the world’s oldest stock exchange formed in 1602?,sfq_24569,[]
knowledge,,triviaqa,Tom Selleck,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which war veteran was Director of News & Special Events for ABC before find fame as a TV cop?,tc_1620,[]
knowledge,,triviaqa,William Randolph Hearst,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","August 14, 1951 saw the death of the man on whom the movie Citizen Kane was based. Who was it?",qg_2705,[]
knowledge,,triviaqa,Gold rings,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""In the song """"The Twelve Days of Christmas"""", what were there five of?""",qw_3826,[]
knowledge,,triviaqa,Egypt,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which country did the Battle of El Alamein take place?,sfq_2516,[]
knowledge,,triviaqa,Red,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What colour jumper does fictional character Rupert the Bear wear?,qb_4738,[]
knowledge,,triviaqa,Purple RAIN,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What was the name of the sixth studio album released by Prince and the Revolution in June of 1984?,qz_6396,[]
knowledge,,triviaqa,Henry Ford,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What American industrialist is credited as the father of the modern assembly line?,qg_726,[]
knowledge,,triviaqa,Sir Walter Scott,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The Fair Maid of Perth is a novel by which author?,dpql_4581,[]
knowledge,,triviaqa,Peasant farmer,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The term 'campesino' refers in the Spanish-speaking world to a?,bb_5182,[]
knowledge,,triviaqa,Bacon,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Pancetta is a type of what?,qf_301,[]
knowledge,,triviaqa,DELPHINIUM,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The Larkspur is also known as what?,odql_6763,[]
knowledge,,triviaqa,Gargantua,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Pantagruel was the son of which giant?,dpql_376,[]
knowledge,,triviaqa,Egypt,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The Free Officers Movement was composed of young junior army officers committed to unseating the monarchy of which African country?,qb_1172,[]
knowledge,,triviaqa,Mexico,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Between 1838 and 1839, against which country did France fight the so-called Pastry War?",dpql_2052,[]
knowledge,,triviaqa,A wedge of hard cheese,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",A Paris grocer was jailed for two years in 1978 stabbing wife what?,qf_2971,[]
knowledge,,triviaqa,Malta,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which is the most southerly country of the EU?,sfq_2940,[]
knowledge,,triviaqa,Jerry Seinfeld,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Who's missing: George Costanza, Elaine Bennes, Cosmo Kramer",qg_2596,[]
knowledge,,triviaqa,Prado Museum,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The Goya Gate is located at which European museum?,qb_9451,[]
knowledge,,triviaqa,(James) CHADWICK,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In 1932 which British physicist discovered the part of the nucleus of an atom which was later called the neutron?,odql_5176,[]
knowledge,,triviaqa,Peahen,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the name for a female peacock?,jp_3282,[]
knowledge,,triviaqa,Racoon,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which American carnivorous mammal feeds by night, habitually dipping its prey into water before eating?",qw_9208,[]
knowledge,,triviaqa,Wars of the Roses,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What name was given to the English Civil war in the 15th century between the rival houses of Lancaster and York?,qw_6374,[]
knowledge,,triviaqa,"Huey, Dewey and Louie","{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What are the names of Donald Duck's three nephews?,qz_611,[]
knowledge,,triviaqa,Humphrey Bogart,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who first achieved stardom as the gangster Duke Mantee in the film 'The Petrified Forest'?,sfq_2721,[]
knowledge,,triviaqa,'WINNIE MAE',"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What was the name of the aeroplane in which Wiley Post became the first pilot to fly solo around the world?,odql_10472,[]
knowledge,,triviaqa,Adolph Hitler,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",‘The Night of the Long Knives’ refers to which leader eliminating many of his political enemies?,qb_1191,[]
knowledge,,triviaqa,Salmonella,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","US veterinary pathologist Daniel Salmon (1850-1914) oversaw the discovery of what, named eponymously?",bb_5472,[]
knowledge,,triviaqa,Sutherland,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which Canadian born actor played an Irishman in The Eagle Has Landed,bt_1731,[]
